sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,South Asian,max_ancestry,assigned_group
HGDP00417,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.026223,0.055375,0.257347,0.661045,0.661045,South Asian
HGDP00423,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.031066,0.053709,0.250093,0.665122,0.665122,South Asian
HGDP00428,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.024208,0.050967,0.269562,0.655252,0.655252,South Asian
HGDP00433,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.030881,0.026346,0.23675,0.706013,0.706013,South Asian
HGDP00438,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.022044,0.048437,0.237153,0.692355,0.692355,South Asian
HGDP00444,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.019786,0.041082,0.237835,0.701287,0.701287,South Asian
HGDP00445,Burusho,Central South Asian,hgdp,,South Asian,no,yes,1e-05,0.031208,0.052202,0.245112,0.671467,0.671467,South Asian
HGDP00449,Mbuti,African,hgdp,,African,yes,yes,0.990528,1.7e-05,0.009434,1e-05,1e-05,0.990528,African
HGDP00450,Mbuti,African,hgdp,,African,yes,yes,0.991108,1e-05,0.008862,1e-05,1e-05,0.991108,African
HGDP00452,Biaka,African,hgdp,,African,yes,no,,,,,,,
HGDP00453,Biaka,African,hgdp,,African,yes,yes,0.998345,1e-05,0.001625,1e-05,1e-05,0.998345,African
HGDP00454,Biaka,African,hgdp,,African,yes,yes,0.999958,1.2e-05,1e-05,1e-05,1e-05,0.999958,African
HGDP00455,Biaka,African,hgdp,,African,yes,yes,0.997175,1e-05,0.002795,1e-05,1e-05,0.997175,African
HGDP00456,Mbuti,African,hgdp,,African,yes,no,,,,,,,
HGDP00457,Biaka,African,hgdp,,African,yes,yes,0.999957,1e-05,1.3e-05,1e-05,1e-05,0.999957,African
HGDP00458,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00459,Biaka,African,hgdp,,African,yes,yes,0.999957,1e-05,1.3e-05,1e-05,1e-05,0.999957,African
HGDP00460,Biaka,African,hgdp,,African,yes,yes,0.996709,1e-05,0.003261,1e-05,1e-05,0.996709,African
HGDP00461,Biaka,African,hgdp,,African,yes,yes,0.999955,1.5e-05,1e-05,1e-05,1e-05,0.999955,African
HGDP00462,Mbuti,African,hgdp,,African,yes,yes,0.986222,1.4e-05,0.013744,1e-05,1e-05,0.986222,African
HGDP00463,Mbuti,African,hgdp,,African,yes,no,,,,,,,
HGDP00464,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00466,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00467,Mbuti,African,hgdp,,African,yes,yes,0.991325,1e-05,0.008645,1e-05,1e-05,0.991325,African
HGDP00469,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00470,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00471,Mbuti,African,hgdp,,African,yes,yes,0.994626,1e-05,0.005344,1e-05,1e-05,0.994626,African
HGDP00472,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00473,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00474,Mbuti,African,hgdp,,African,yes,yes,0.996019,1e-05,0.003951,1e-05,1e-05,0.996019,African
HGDP00475,Biaka,African,hgdp,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HGDP00476,Mbuti,African,hgdp,,African,yes,yes,0.994362,1e-05,0.005608,1e-05,1e-05,0.994362,African
HGDP00478,Mbuti,African,hgdp,,African,yes,yes,0.992748,1e-05,0.007222,1e-05,1e-05,0.992748,African
HGDP00479,Biaka,African,hgdp,,African,yes,no,,,,,,,
HGDP00491,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.085156,1e-05,0.578661,1e-05,0.336163,0.578661,East Asian
HGDP00511,French,European,hgdp,,European,yes,yes,1e-05,0.007177,1e-05,0.982208,0.010595,0.982208,European
HGDP00512,French,European,hgdp,,European,yes,yes,0.005321,1.3e-05,0.002108,0.992548,1e-05,0.992548,European
HGDP00513,French,European,hgdp,,European,yes,yes,0.000566,0.008862,1e-05,0.990553,1e-05,0.990553,European
HGDP00514,French,European,hgdp,,European,yes,yes,1e-05,0.006834,1e-05,0.988174,0.004972,0.988174,European
HGDP00515,French,European,hgdp,,European,yes,yes,1e-05,1e-05,0.006658,0.993312,1e-05,0.993312,European
HGDP00516,French,European,hgdp,,European,yes,yes,0.001646,0.004436,1e-05,0.976774,0.017135,0.976774,European
HGDP00517,French,European,hgdp,,European,yes,yes,0.007591,0.003886,1e-05,0.988504,1e-05,0.988504,European
HGDP00518,French,European,hgdp,,European,yes,yes,1.5e-05,1e-05,1e-05,0.999955,1e-05,0.999955,European
HGDP00519,French,European,hgdp,,European,yes,yes,1e-05,0.018652,1e-05,0.981318,1e-05,0.981318,European
HGDP00520,French,European,hgdp,,European,yes,yes,0.014675,0.002028,0.002674,0.965621,0.015002,0.965621,European
HGDP00521,French,European,hgdp,,European,yes,yes,1e-05,0.000788,0.001501,0.985405,0.012295,0.985405,European
HGDP00522,French,European,hgdp,,European,yes,yes,1e-05,0.007331,1e-05,0.988662,0.003987,0.988662,European
HGDP00523,French,European,hgdp,,European,yes,yes,0.001767,0.003384,1e-05,0.99483,1e-05,0.99483,European
HGDP00524,French,European,hgdp,,European,yes,yes,1e-05,0.001835,0.005077,0.993067,1e-05,0.993067,European
HGDP00525,French,European,hgdp,,European,yes,yes,0.005169,0.013479,0.001481,0.979861,1e-05,0.979861,European
HGDP00526,French,European,hgdp,,European,yes,yes,1.2e-05,0.00656,0.009057,0.984362,1e-05,0.984362,European
HGDP00527,French,European,hgdp,,European,yes,yes,1e-05,0.004032,1e-05,0.987841,0.008107,0.987841,European
HGDP00528,French,European,hgdp,,European,yes,yes,1e-05,0.002677,1e-05,0.984753,0.01255,0.984753,European
HGDP00529,French,European,hgdp,,European,yes,yes,1e-05,0.007018,1e-05,0.987388,0.005574,0.987388,European
HGDP00530,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.99996,1e-05,0.99996,European
HGDP00531,French,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.99996,1e-05,0.99996,European
HGDP00533,French,European,hgdp,,European,yes,yes,1e-05,0.014139,1e-05,0.973936,0.011905,0.973936,European
HGDP00534,French,European,hgdp,,European,yes,yes,1e-05,0.005769,1e-05,0.994201,1e-05,0.994201,European
HGDP00535,French,European,hgdp,,European,yes,yes,1e-05,0.003164,1e-05,0.996806,1e-05,0.996806,European
HGDP00536,French,European,hgdp,,European,yes,yes,0.00569,1.6e-05,0.008972,0.985312,1e-05,0.985312,European
HGDP00537,French,European,hgdp,,European,yes,yes,1e-05,0.008885,1e-05,0.991085,1e-05,0.991085,European
HGDP00538,French,European,hgdp,,European,yes,yes,1e-05,1.2e-05,1e-05,0.990517,0.00945,0.990517,European
HGDP00539,French,European,hgdp,,European,yes,yes,1e-05,0.003827,0.000128,0.996025,1e-05,0.996025,European
HGDP00540,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.095724,1e-05,0.474598,1e-05,0.429659,0.474598,East Asian
HGDP00541,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.094457,1e-05,0.467785,1e-05,0.437738,0.467785,East Asian
HGDP00542,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.093275,1e-05,0.468446,1e-05,0.438259,0.468446,East Asian
HGDP00543,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.095821,1e-05,0.481685,1e-05,0.422475,0.481685,East Asian
HGDP00544,PapuanSepik,Oceanian,hgdp,,Oceanian,no,yes,0.067738,1e-05,0.598625,1e-05,0.333617,0.598625,East Asian
HGDP00545,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.090958,1e-05,0.46009,1e-05,0.448932,0.46009,East Asian
HGDP00546,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.094202,1e-05,0.460048,1e-05,0.445729,0.460048,East Asian
HGDP00547,PapuanSepik,Oceanian,hgdp,,Oceanian,yes,yes,0.088406,1e-05,0.462119,1e-05,0.449455,0.462119,East Asian
HGDP00548,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.093169,1e-05,0.472814,1e-05,0.433998,0.472814,East Asian
HGDP00549,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.093567,1e-05,0.469149,1e-05,0.437264,0.469149,East Asian
HGDP00550,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.098644,1e-05,0.475602,1e-05,0.425734,0.475602,East Asian
HGDP00551,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.099221,1e-05,0.463438,1e-05,0.437321,0.463438,East Asian
HGDP00552,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.096933,1e-05,0.467542,1e-05,0.435505,0.467542,East Asian
HGDP00553,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.099647,1e-05,0.473786,1e-05,0.426547,0.473786,East Asian
HGDP00554,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.092082,1e-05,0.46659,1e-05,0.441308,0.46659,East Asian
HGDP00555,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.09585,1e-05,0.476306,1e-05,0.427824,0.476306,East Asian
HGDP00556,PapuanHighlands,Oceanian,hgdp,,Oceanian,yes,yes,0.098381,1e-05,0.472137,1e-05,0.429462,0.472137,East Asian
HGDP00557,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036614,1e-05,1e-05,0.822508,0.140858,0.822508,European
HGDP00558,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.050063,1e-05,1e-05,0.813737,0.13618,0.813737,European
HGDP00559,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.041107,1e-05,1e-05,0.817441,0.141432,0.817441,European
HGDP00560,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.030837,1e-05,1e-05,0.8002,0.168944,0.8002,European
HGDP00561,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051374,1e-05,1e-05,0.796827,0.151779,0.796827,European
HGDP00562,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.033219,1e-05,1e-05,0.815291,0.15147,0.815291,European
HGDP00563,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.060563,1e-05,1e-05,0.791073,0.148344,0.791073,European
HGDP00564,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036606,1e-05,1e-05,0.815745,0.147629,0.815745,European
HGDP00565,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.058081,1e-05,1e-05,0.791185,0.150714,0.791185,European
HGDP00566,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047603,1e-05,1e-05,0.801848,0.150529,0.801848,European
HGDP00567,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047069,1e-05,1e-05,0.807823,0.145089,0.807823,European
HGDP00568,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.033018,1e-05,1e-05,0.784431,0.18253,0.784431,European
HGDP00569,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.045681,1e-05,1e-05,0.807688,0.146611,0.807688,European
HGDP00571,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.024618,1e-05,1e-05,0.808455,0.166907,0.808455,European
HGDP00572,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051705,1e-05,1e-05,0.783453,0.164823,0.783453,European
HGDP00573,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.056209,1e-05,1e-05,0.79115,0.152621,0.79115,European
HGDP00574,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.037763,1e-05,1e-05,0.806455,0.155762,0.806455,European
HGDP00575,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.03288,1e-05,1e-05,0.814441,0.152659,0.814441,European
HGDP00576,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.089623,1e-05,1e-05,0.759961,0.150397,0.759961,European
HGDP00577,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.056493,1e-05,1e-05,0.795372,0.148115,0.795372,European
HGDP00578,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051805,1e-05,1e-05,0.81126,0.136915,0.81126,European
HGDP00579,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.044972,1e-05,1e-05,0.82233,0.132678,0.82233,European
HGDP00580,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.04766,1e-05,1e-05,0.802322,0.149999,0.802322,European
HGDP00581,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.04137,1e-05,1e-05,0.812175,0.146435,0.812175,European
HGDP00582,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.051452,1e-05,1e-05,0.781806,0.166721,0.781806,European
HGDP00583,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036366,1e-05,1e-05,0.817656,0.145958,0.817656,European
HGDP00584,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.047484,1e-05,1e-05,0.794743,0.157752,0.794743,European
HGDP00586,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.06089,1e-05,1e-05,0.804265,0.134825,0.804265,European
HGDP00587,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.054494,1e-05,1e-05,0.797876,0.14761,0.797876,European
HGDP00588,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.044482,1e-05,1e-05,0.803707,0.151792,0.803707,European
HGDP00590,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.030525,1e-05,1e-05,0.825503,0.143953,0.825503,European
HGDP00591,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036629,1e-05,1e-05,0.814704,0.148647,0.814704,European
HGDP00594,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.043805,1e-05,1e-05,0.820715,0.135459,0.820715,European
HGDP00595,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.03538,1e-05,1e-05,0.799029,0.165571,0.799029,European
HGDP00597,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.045523,1e-05,1e-05,0.821835,0.132622,0.821835,European
HGDP00598,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.057278,1e-05,1e-05,0.8012,0.141502,0.8012,European
HGDP00599,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.031934,1e-05,1e-05,0.812998,0.155048,0.812998,European
HGDP00600,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.029865,1e-05,1e-05,0.827095,0.143019,0.827095,European
HGDP00601,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.046275,1e-05,1e-05,0.808327,0.145378,0.808327,European
HGDP00602,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.036711,1e-05,1e-05,0.817346,0.145922,0.817346,European
HGDP00604,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.031621,1e-05,1e-05,0.818747,0.149612,0.818747,European
HGDP00606,Druze,Middle Eastern,hgdp,,West Asian,no,yes,0.054215,1e-05,1e-05,0.806288,0.139477,0.806288,European
HGDP00607,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.132984,1e-05,1e-05,0.768939,0.098056,0.768939,European
HGDP00608,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111641,1e-05,1e-05,0.798273,0.090066,0.798273,European
HGDP00609,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.147079,1e-05,1e-05,0.742539,0.110361,0.742539,European
HGDP00610,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.118004,1e-05,1e-05,0.80945,0.072526,0.80945,European
HGDP00611,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.203849,1e-05,1e-05,0.690567,0.105563,0.690567,European
HGDP00612,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.100058,1e-05,1e-05,0.79179,0.108132,0.79179,European
HGDP00613,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.110892,1e-05,1e-05,0.719915,0.169172,0.719915,European
HGDP00614,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.124404,1e-05,1e-05,0.725042,0.150534,0.725042,European
HGDP00615,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111614,1e-05,1e-05,0.739851,0.148515,0.739851,European
HGDP00616,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.107283,1e-05,1e-05,0.788369,0.104328,0.788369,European
HGDP00618,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.109241,1e-05,1e-05,0.799228,0.091511,0.799228,European
HGDP00619,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.125397,1e-05,1e-05,0.76113,0.113453,0.76113,European
HGDP00620,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.175858,1e-05,1e-05,0.707416,0.116706,0.707416,European
HGDP00621,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.830358,1e-05,0.014776,0.110971,0.043885,0.830358,African
HGDP00622,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.117287,1e-05,1.7e-05,0.745181,0.137506,0.745181,European
HGDP00623,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114092,1e-05,1e-05,0.774563,0.111325,0.774563,European
HGDP00624,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.124954,1e-05,1e-05,0.78119,0.093835,0.78119,European
HGDP00625,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.115088,1e-05,1e-05,0.738084,0.146808,0.738084,European
HGDP00626,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.107771,1e-05,1e-05,0.74156,0.150649,0.74156,European
HGDP00627,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.187494,1e-05,1e-05,0.711742,0.100744,0.711742,European
HGDP00628,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.111651,1e-05,1e-05,0.751404,0.136925,0.751404,European
HGDP00629,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.143181,1e-05,1e-05,0.738952,0.117847,0.738952,European
HGDP00630,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.102318,1e-05,1e-05,0.80575,0.091912,0.80575,European
HGDP00631,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.104491,1e-05,1e-05,0.795439,0.10005,0.795439,European
HGDP00632,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.182278,1e-05,1e-05,0.699912,0.117789,0.699912,European
HGDP00634,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.17611,1e-05,1e-05,0.707054,0.116816,0.707054,European
HGDP00635,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.140304,1e-05,1e-05,0.729337,0.130339,0.729337,European
HGDP00636,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114844,1e-05,1e-05,0.781953,0.103183,0.781953,European
HGDP00637,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.135204,1e-05,1e-05,0.729023,0.135753,0.729023,European
HGDP00638,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.171589,1e-05,1e-05,0.740835,0.087556,0.740835,European
HGDP00639,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.126004,1e-05,1e-05,0.779328,0.094648,0.779328,European
HGDP00640,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.191803,1e-05,1e-05,0.697873,0.110304,0.697873,European
HGDP00641,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.113767,1e-05,1e-05,0.773433,0.112781,0.773433,European
HGDP00642,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.114178,1e-05,1e-05,0.755119,0.130683,0.755119,European
HGDP00643,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.109582,1e-05,1e-05,0.797159,0.093239,0.797159,European
HGDP00644,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.11421,1e-05,1e-05,0.759577,0.126193,0.759577,European
HGDP00645,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.136168,1e-05,1e-05,0.732965,0.130847,0.732965,European
HGDP00646,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.215651,1e-05,1e-05,0.697314,0.087015,0.697314,European
HGDP00647,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.121359,1e-05,1e-05,0.755658,0.122963,0.755658,European
HGDP00648,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.106931,1e-05,1e-05,0.799959,0.09309,0.799959,European
HGDP00649,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.108754,1e-05,1e-05,0.770887,0.120339,0.770887,European
HGDP00650,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.11109,1e-05,1e-05,0.792099,0.096791,0.792099,European
HGDP00651,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.116602,1e-05,1.1e-05,0.78164,0.101737,0.78164,European
HGDP00653,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.10212,1e-05,1e-05,0.77438,0.12348,0.77438,European
HGDP00654,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.088009,1e-05,1e-05,0.725847,0.186125,0.725847,European
HGDP00655,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.083119,1e-05,0.588304,1e-05,0.328557,0.588304,East Asian
HGDP00656,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.090975,1e-05,0.59014,1e-05,0.318865,0.59014,East Asian
HGDP00660,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.085739,1e-05,0.57314,1e-05,0.341101,0.57314,East Asian
HGDP00661,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.085363,1e-05,0.573043,1e-05,0.341574,0.573043,East Asian
HGDP00662,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.084587,1e-05,0.586857,1e-05,0.328536,0.586857,East Asian
HGDP00663,Bougainville,Oceanian,hgdp,,Oceanian,yes,yes,0.09033,1e-05,0.567315,1e-05,0.342335,0.567315,East Asian
HGDP00664,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.086297,1e-05,0.580965,1e-05,0.332717,0.580965,East Asian
HGDP00665,Sardinian,European,hgdp,,European,yes,no,,,,,,,
HGDP00666,Sardinian,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.99996,1e-05,0.99996,European
HGDP00667,Sardinian,European,hgdp,,European,yes,yes,0.004502,1e-05,1e-05,0.995468,1e-05,0.995468,European
HGDP00668,Sardinian,European,hgdp,,European,yes,yes,0.007969,1e-05,1e-05,0.992001,1e-05,0.992001,European
HGDP00669,Sardinian,European,hgdp,,European,yes,yes,0.001484,1e-05,1e-05,0.998486,1e-05,0.998486,European
HGDP00670,Sardinian,European,hgdp,,European,yes,yes,0.009422,1e-05,1e-05,0.990548,1e-05,0.990548,European
HGDP00671,Sardinian,European,hgdp,,European,yes,yes,0.000882,1e-05,1e-05,0.999088,1e-05,0.999088,European
HGDP00672,Sardinian,European,hgdp,,European,yes,yes,1e-05,1e-05,1e-05,0.99996,1e-05,0.99996,European
HGDP00673,Sardinian,European,hgdp,,European,yes,yes,0.003601,1e-05,1e-05,0.996369,1e-05,0.996369,European
HGDP00674,Sardinian,European,hgdp,,European,yes,yes,0.000115,1e-05,1e-05,0.999855,1e-05,0.999855,European
HGDP00675,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.091667,1e-05,1e-05,0.76996,0.138353,0.76996,European
HGDP00676,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.097694,1e-05,1e-05,0.746584,0.155702,0.746584,European
HGDP00677,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.100828,1e-05,1e-05,0.762485,0.136668,0.762485,European
HGDP00678,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.092251,1e-05,1e-05,0.777513,0.130216,0.777513,European
HGDP00679,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.09047,1e-05,1e-05,0.769989,0.139522,0.769989,European
HGDP00680,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.131425,1e-05,1e-05,0.730521,0.138033,0.730521,European
HGDP00682,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.097771,1e-05,1e-05,0.75992,0.142289,0.75992,European
HGDP00683,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.111542,1e-05,1.1e-05,0.735291,0.153145,0.735291,European
HGDP00684,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.107326,1e-05,1e-05,0.767339,0.125315,0.767339,European
HGDP00685,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.140487,1e-05,1e-05,0.749393,0.1101,0.749393,European
HGDP00686,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.121479,1e-05,1e-05,0.748895,0.129606,0.748895,European
HGDP00687,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.082736,1e-05,1e-05,0.769292,0.147952,0.769292,European
HGDP00688,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.092985,1e-05,1e-05,0.752442,0.154553,0.752442,European
HGDP00689,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.09447,1e-05,1e-05,0.773318,0.132191,0.773318,European
HGDP00690,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.081322,1e-05,1e-05,0.778801,0.139857,0.778801,European
HGDP00691,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.110834,1e-05,1e-05,0.751812,0.137334,0.751812,European
HGDP00692,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.208947,1e-05,1e-05,0.662618,0.128415,0.662618,European
HGDP00693,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.104608,1e-05,1e-05,0.757324,0.138048,0.757324,European
HGDP00694,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.109076,1e-05,1e-05,0.768027,0.122878,0.768027,European
HGDP00696,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.097753,1e-05,1e-05,0.770916,0.131312,0.770916,European
HGDP00697,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.075188,1e-05,1e-05,0.776325,0.148467,0.776325,European
HGDP00698,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.109696,1e-05,1e-05,0.765402,0.124882,0.765402,European
HGDP00699,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.10644,1e-05,1e-05,0.749153,0.144386,0.749153,European
HGDP00700,Palestinian,Middle Eastern,hgdp,,West Asian,no,yes,0.1265,1e-05,1e-05,0.739492,0.133988,0.739492,European
HGDP00701,Bedouin,Middle Eastern,hgdp,,West Asian,no,yes,0.109563,1e-05,1e-05,0.795577,0.09484,0.795577,European
HGDP00702,Colombian,American,hgdp,,American,yes,yes,1e-05,0.99996,1e-05,1e-05,1e-05,0.99996,American
HGDP00703,Colombian,American,hgdp,,,no,yes,0.06614,0.906799,1e-05,0.027041,1e-05,0.906799,American
HGDP00704,Colombian,American,hgdp,,American,yes,yes,1e-05,0.999959,1.1e-05,1e-05,1e-05,0.999959,American
