sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
HGDP00875,Maya,American,hgdp,,,no,yes,0.013224,0.831037,0.155739,0.831037,American
HGDP00876,Maya,American,hgdp,,,no,yes,1e-05,0.630438,0.369552,0.630438,American
HGDP00877,Maya,American,hgdp,,,no,yes,1e-05,0.797939,0.202051,0.797939,American
HGDP00879,Russian,European,hgdp,,European,no,yes,1e-05,0.072788,0.927202,0.927202,European
HGDP00880,Russian,European,hgdp,,European,no,yes,1e-05,0.081327,0.918663,0.918663,European
HGDP00881,Russian,European,hgdp,,European,no,yes,1e-05,0.090548,0.909442,0.909442,European
HGDP00882,Russian,European,hgdp,,European,no,yes,1e-05,0.089707,0.910283,0.910283,European
HGDP00883,Russian,European,hgdp,,European,no,yes,1e-05,0.084464,0.915526,0.915526,European
HGDP00884,Russian,European,hgdp,,European,no,yes,1e-05,0.063556,0.936434,0.936434,European
HGDP00885,Russian,European,hgdp,,European,no,yes,1e-05,0.072449,0.927541,0.927541,European
HGDP00886,Russian,European,hgdp,,European,no,yes,1e-05,0.07886,0.92113,0.92113,European
HGDP00887,Russian,European,hgdp,,European,no,yes,1e-05,0.08667,0.91332,0.91332,European
HGDP00888,Russian,European,hgdp,,European,no,yes,1e-05,0.071787,0.928203,0.928203,European
HGDP00889,Russian,European,hgdp,,European,no,yes,1e-05,0.075617,0.924373,0.924373,European
HGDP00890,Russian,European,hgdp,,European,no,yes,1e-05,0.08774,0.91225,0.91225,European
HGDP00891,Russian,European,hgdp,,European,no,yes,1e-05,0.096928,0.903062,0.903062,European
HGDP00892,Russian,European,hgdp,,European,no,yes,1e-05,0.086115,0.913875,0.913875,European
HGDP00893,Russian,European,hgdp,,European,no,yes,1e-05,0.108828,0.891162,0.891162,European
HGDP00894,Russian,European,hgdp,,European,no,yes,1e-05,0.099776,0.900214,0.900214,European
HGDP00895,Russian,European,hgdp,,European,no,yes,1e-05,0.099452,0.900538,0.900538,European
HGDP00896,Russian,European,hgdp,,European,no,yes,1e-05,0.095584,0.904406,0.904406,European
HGDP00897,Russian,European,hgdp,,European,no,yes,1e-05,0.086824,0.913166,0.913166,European
HGDP00898,Russian,European,hgdp,,European,no,yes,1e-05,0.112023,0.887967,0.887967,European
HGDP00899,Russian,European,hgdp,,European,no,yes,1e-05,0.091127,0.908863,0.908863,European
HGDP00900,Russian,European,hgdp,,European,no,yes,1e-05,0.05644,0.94355,0.94355,European
HGDP00901,Russian,European,hgdp,,European,no,yes,1e-05,0.094983,0.905007,0.905007,European
HGDP00902,Russian,European,hgdp,,European,no,yes,1e-05,0.085758,0.914232,0.914232,European
HGDP00903,Russian,European,hgdp,,European,no,yes,1e-05,0.076047,0.923943,0.923943,European
HGDP00904,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00905,Mandenka,African,hgdp,,African,no,yes,0.995929,0.004061,1e-05,0.995929,African
HGDP00906,Mandenka,African,hgdp,,African,no,yes,0.99785,1e-05,0.00214,0.99785,African
HGDP00907,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00908,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00909,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00910,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00911,Mandenka,African,hgdp,,African,no,yes,0.993364,0.002178,0.004458,0.993364,African
HGDP00912,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00913,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00914,Mandenka,African,hgdp,,African,no,yes,0.996253,0.003737,1e-05,0.996253,African
HGDP00915,Mandenka,African,hgdp,,African,no,yes,0.988305,0.003396,0.008299,0.988305,African
HGDP00917,Mandenka,African,hgdp,,African,no,yes,0.988203,0.003024,0.008773,0.988203,African
HGDP00918,Mandenka,African,hgdp,,African,no,yes,0.97037,0.000179,0.029451,0.97037,African
HGDP00920,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00924,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00925,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00926,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00927,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00928,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00929,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00930,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00931,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00932,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00933,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00934,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00935,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00936,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00937,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00938,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00939,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00940,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00941,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00942,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00943,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00944,Yoruba,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00945,Yakut,East Asian,hgdp,,East Asian,no,yes,0.001769,0.88251,0.115721,0.88251,American
HGDP00946,Yakut,East Asian,hgdp,,East Asian,no,yes,0.001261,0.882713,0.116026,0.882713,American
HGDP00947,Yakut,East Asian,hgdp,,East Asian,no,yes,0.005675,0.838672,0.155653,0.838672,American
HGDP00948,Yakut,East Asian,hgdp,,East Asian,no,yes,0.000578,0.824583,0.174839,0.824583,American
HGDP00949,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.656155,0.343835,0.656155,American
HGDP00950,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.803244,0.196746,0.803244,American
HGDP00951,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.886252,0.113738,0.886252,American
HGDP00952,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.864014,0.135976,0.864014,American
HGDP00953,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.633742,0.366248,0.633742,American
HGDP00954,Yakut,East Asian,hgdp,,East Asian,no,yes,0.001706,0.879935,0.118358,0.879935,American
HGDP00955,Yakut,East Asian,hgdp,,East Asian,no,yes,0.000726,0.885639,0.113635,0.885639,American
HGDP00956,Yakut,East Asian,hgdp,,East Asian,no,yes,0.000662,0.882509,0.116829,0.882509,American
HGDP00957,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.897086,0.102904,0.897086,American
HGDP00958,Yakut,East Asian,hgdp,,East Asian,no,yes,0.00244,0.820215,0.177345,0.820215,American
HGDP00959,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.981068,0.018922,0.981068,American
HGDP00960,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.897463,0.102527,0.897463,American
HGDP00961,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.871136,0.128854,0.871136,American
HGDP00962,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.885809,0.114181,0.885809,American
HGDP00963,Yakut,East Asian,hgdp,,East Asian,no,yes,0.003289,0.888314,0.108398,0.888314,American
HGDP00964,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.85474,0.14525,0.85474,American
HGDP00965,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.889723,0.110267,0.889723,American
HGDP00966,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.846347,0.153643,0.846347,American
HGDP00967,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.876714,0.123276,0.876714,American
HGDP00968,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.830473,0.169517,0.830473,American
HGDP00969,Yakut,East Asian,hgdp,,East Asian,no,yes,1e-05,0.741601,0.258389,0.741601,American
HGDP00970,Colombian,American,hgdp,,American,yes,yes,1e-05,0.943801,0.056189,0.943801,American
HGDP00971,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00972,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00973,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00974,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00975,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00976,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00977,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP00982,Mbuti,African,hgdp,,African,yes,no,,,,,
HGDP00984,Mbuti,African,hgdp,,African,yes,no,,,,,
HGDP00985,Biaka,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00986,Biaka,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00987,San,African,hgdp,,African,no,yes,0.966971,0.012983,0.020047,0.966971,African
HGDP00991,San,African,hgdp,,African,no,yes,0.965945,0.017441,0.016613,0.965945,African
HGDP00992,San,African,hgdp,,African,no,yes,0.955326,0.01873,0.025944,0.955326,African
HGDP00993,BantuSouthAfrica,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00994,BantuSouthAfrica,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP00995,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.963914,0.036076,0.963914,American
HGDP00998,Karitiana,American,hgdp,,American,no,yes,1e-05,0.980942,0.019048,0.980942,American
HGDP00999,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.971378,0.028612,0.971378,American
HGDP01001,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.952648,0.047342,0.952648,American
HGDP01009,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.956224,0.043766,0.956224,American
HGDP01010,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.964026,0.035964,0.964026,American
HGDP01012,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.960587,0.039403,0.960587,American
HGDP01013,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.964139,0.035851,0.964139,American
HGDP01014,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.958876,0.041114,0.958876,American
HGDP01015,Karitiana,American,hgdp,,American,yes,no,,,,,
HGDP01018,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.967613,0.032377,0.967613,American
HGDP01019,Karitiana,American,hgdp,,American,yes,yes,1e-05,0.970507,0.029483,0.970507,American
HGDP01021,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01023,Han,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.994761,0.005229,0.994761,American
HGDP01027,Bougainville,Oceanian,hgdp,,Oceanian,no,yes,0.152389,0.77295,0.074661,0.77295,American
HGDP01028,BantuSouthAfrica,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01029,San,African,hgdp,,African,no,yes,0.962364,0.013567,0.024069,0.962364,African
HGDP01030,BantuSouthAfrica,African,hgdp,,African,no,yes,0.996342,0.003648,1e-05,0.996342,African
HGDP01031,BantuSouthAfrica,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01032,San,African,hgdp,,African,no,yes,0.962892,0.017442,0.019666,0.962892,African
HGDP01033,BantuSouthAfrica,African,hgdp,,African,no,yes,0.993875,0.006115,1e-05,0.993875,African
HGDP01034,BantuSouthAfrica,African,hgdp,,African,no,yes,0.996884,0.003106,1e-05,0.996884,African
HGDP01035,BantuSouthAfrica,African,hgdp,,African,no,yes,0.998656,0.001334,1e-05,0.998656,African
HGDP01036,San,African,hgdp,,African,no,yes,0.951356,0.024955,0.023689,0.951356,African
HGDP01037,Pima,American,hgdp,,American,yes,yes,1e-05,0.881905,0.118085,0.881905,American
HGDP01041,Pima,American,hgdp,,American,yes,yes,1e-05,0.927133,0.072857,0.927133,American
HGDP01043,Pima,American,hgdp,,American,yes,yes,1e-05,0.937414,0.062576,0.937414,American
HGDP01044,Pima,American,hgdp,,American,yes,no,,,,,
HGDP01047,Pima,American,hgdp,,American,yes,yes,1e-05,0.932367,0.067623,0.932367,American
HGDP01050,Pima,American,hgdp,,American,no,yes,1e-05,0.864832,0.135158,0.864832,American
HGDP01053,Pima,American,hgdp,,American,yes,no,,,,,
HGDP01055,Pima,American,hgdp,,,no,yes,1e-05,0.857895,0.142095,0.857895,American
HGDP01056,Pima,American,hgdp,,American,yes,yes,1e-05,0.940429,0.059561,0.940429,American
HGDP01057,Pima,American,hgdp,,American,yes,yes,1e-05,0.931792,0.068198,0.931792,American
HGDP01058,Pima,American,hgdp,,American,no,yes,1e-05,0.855553,0.144437,0.855553,American
HGDP01059,Pima,American,hgdp,,American,yes,yes,1e-05,0.883247,0.116743,0.883247,American
HGDP01060,Pima,American,hgdp,,American,no,yes,1e-05,0.863888,0.136102,0.863888,American
HGDP01062,Sardinian,European,hgdp,,European,yes,yes,0.011758,1e-05,0.988232,0.988232,European
HGDP01063,Sardinian,European,hgdp,,European,yes,yes,0.006524,1e-05,0.993466,0.993466,European
HGDP01064,Sardinian,European,hgdp,,European,yes,yes,0.005596,1e-05,0.994394,0.994394,European
HGDP01065,Sardinian,European,hgdp,,European,yes,yes,0.000769,1e-05,0.999221,0.999221,European
HGDP01066,Sardinian,European,hgdp,,European,yes,yes,0.003539,1e-05,0.996451,0.996451,European
HGDP01067,Sardinian,European,hgdp,,European,yes,yes,0.003339,1e-05,0.996651,0.996651,European
HGDP01068,Sardinian,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01069,Sardinian,European,hgdp,,European,yes,yes,6.8e-05,1e-05,0.999922,0.999922,European
HGDP01070,Sardinian,European,hgdp,,European,yes,yes,0.018602,1e-05,0.981388,0.981388,European
HGDP01071,Sardinian,European,hgdp,,European,yes,yes,0.01378,1e-05,0.98621,0.98621,European
HGDP01072,Sardinian,European,hgdp,,European,yes,yes,0.010242,1e-05,0.989748,0.989748,European
HGDP01073,Sardinian,European,hgdp,,European,yes,yes,0.008945,1e-05,0.991045,0.991045,European
HGDP01074,Sardinian,European,hgdp,,European,yes,yes,0.007614,1e-05,0.992376,0.992376,European
HGDP01075,Sardinian,European,hgdp,,European,yes,yes,0.013926,1e-05,0.986064,0.986064,European
HGDP01076,Sardinian,European,hgdp,,European,yes,yes,0.015866,1e-05,0.984124,0.984124,European
HGDP01077,Sardinian,European,hgdp,,European,yes,yes,0.004489,1e-05,0.995501,0.995501,European
HGDP01078,Sardinian,European,hgdp,,European,yes,yes,0.004916,1e-05,0.995074,0.995074,European
HGDP01079,Sardinian,European,hgdp,,European,yes,yes,0.016176,1e-05,0.983814,0.983814,European
HGDP01081,Mbuti,African,hgdp,,African,yes,yes,0.998318,0.001672,1e-05,0.998318,African
HGDP01086,Biaka,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01090,Biaka,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01094,Biaka,African,hgdp,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01095,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01096,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01098,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01099,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01100,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01101,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01102,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01103,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01104,Tujia,East Asian,hgdp,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01149,BergamoItalian,European,hgdp,,European,yes,yes,0.001091,1e-05,0.998899,0.998899,European
HGDP01151,BergamoItalian,European,hgdp,,European,yes,yes,0.008197,1e-05,0.991793,0.991793,European
HGDP01152,BergamoItalian,European,hgdp,,European,yes,yes,0.002779,1e-05,0.997211,0.997211,European
HGDP01153,BergamoItalian,European,hgdp,,European,yes,yes,0.002661,1e-05,0.997329,0.997329,European
HGDP01155,BergamoItalian,European,hgdp,,European,yes,yes,0.016899,1e-05,0.983091,0.983091,European
HGDP01156,BergamoItalian,European,hgdp,,European,yes,yes,0.005625,1e-05,0.994365,0.994365,European
HGDP01157,BergamoItalian,European,hgdp,,European,yes,yes,0.01194,1e-05,0.98805,0.98805,European
HGDP01161,Tuscan,European,hgdp,,European,yes,yes,0.011852,1e-05,0.988138,0.988138,European
HGDP01162,Tuscan,European,hgdp,,European,yes,yes,0.018133,1e-05,0.981857,0.981857,European
HGDP01163,Tuscan,European,hgdp,,European,yes,yes,0.015474,0.004388,0.980138,0.980138,European
HGDP01164,Tuscan,European,hgdp,,European,yes,yes,0.015038,1e-05,0.984952,0.984952,European
HGDP01166,Tuscan,European,hgdp,,European,yes,yes,0.013871,1e-05,0.986119,0.986119,European
HGDP01167,Tuscan,European,hgdp,,European,yes,yes,0.019052,1e-05,0.980938,0.980938,European
HGDP01168,Tuscan,European,hgdp,,European,yes,yes,0.016425,1e-05,0.983565,0.983565,European
HGDP01169,Tuscan,European,hgdp,,European,yes,yes,0.023656,1e-05,0.976334,0.976334,European
HGDP01171,BergamoItalian,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01172,BergamoItalian,European,hgdp,,European,yes,yes,0.000774,1e-05,0.999216,0.999216,European
HGDP01173,BergamoItalian,European,hgdp,,European,yes,yes,0.005587,1e-05,0.994403,0.994403,European
HGDP01174,BergamoItalian,European,hgdp,,European,yes,yes,0.01021,1e-05,0.98978,0.98978,European
HGDP01177,BergamoItalian,European,hgdp,,European,yes,yes,1e-05,1e-05,0.99998,0.99998,European
HGDP01179,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01180,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01181,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01182,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01183,Yi,East Asian,hgdp,,East Asian,no,yes,0.000336,0.999654,1e-05,0.999654,American
HGDP01184,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01185,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01186,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01187,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01188,Yi,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01189,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01190,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01191,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01192,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01193,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01194,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01195,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01196,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01197,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01198,Miao,East Asian,hgdp,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HGDP01199,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01200,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01201,Mandenka,African,hgdp,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HGDP01202,Mandenka,African,hgdp,,African,no,yes,0.996911,0.003079,1e-05,0.996911,African
HGDP01203,Oroqen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.976579,0.023411,0.976579,American
HGDP01204,Oroqen,East Asian,hgdp,,East Asian,no,yes,0.002031,0.971976,0.025993,0.971976,American
HGDP01205,Oroqen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.96327,0.03672,0.96327,American
HGDP01206,Oroqen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.968633,0.031357,0.968633,American
HGDP01207,Oroqen,East Asian,hgdp,,East Asian,no,yes,0.001649,0.960988,0.037363,0.960988,American
HGDP01208,Oroqen,East Asian,hgdp,,East Asian,no,yes,0.001605,0.979182,0.019213,0.979182,American
HGDP01209,Oroqen,East Asian,hgdp,,East Asian,no,yes,4.2e-05,0.974955,0.025003,0.974955,American
HGDP01211,Oroqen,East Asian,hgdp,,East Asian,no,yes,0.001274,0.973709,0.025017,0.973709,American
HGDP01212,Oroqen,East Asian,hgdp,,East Asian,no,yes,0.002409,0.949167,0.048424,0.949167,American
HGDP01213,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.970854,0.029136,0.970854,American
HGDP01214,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.936456,0.063534,0.936456,American
HGDP01215,Daur,East Asian,hgdp,,East Asian,no,yes,0.001186,0.949285,0.049529,0.949285,American
HGDP01216,Daur,East Asian,hgdp,,East Asian,no,yes,0.002088,0.965195,0.032717,0.965195,American
HGDP01217,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.950658,0.049332,0.950658,American
HGDP01218,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.961127,0.038863,0.961127,American
HGDP01220,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.969081,0.030909,0.969081,American
HGDP01221,Daur,East Asian,hgdp,,East Asian,no,yes,0.000505,0.972544,0.026951,0.972544,American
HGDP01222,Daur,East Asian,hgdp,,East Asian,no,yes,1e-05,0.970416,0.029574,0.970416,American
HGDP01223,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.942454,0.057536,0.942454,American
HGDP01224,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.960543,0.039447,0.960543,American
HGDP01225,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.961543,0.038447,0.961543,American
HGDP01227,Mongolian,East Asian,hgdp,,East Asian,no,yes,0.000569,0.942507,0.056924,0.942507,American
HGDP01228,Mongolian,East Asian,hgdp,,East Asian,no,yes,0.000552,0.957807,0.041641,0.957807,American
HGDP01229,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.877111,0.122879,0.877111,American
HGDP01230,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.890886,0.109104,0.890886,American
HGDP01231,Mongolian,East Asian,hgdp,,East Asian,no,yes,1e-05,0.967701,0.032289,0.967701,American
HGDP01232,Mongolian,East Asian,hgdp,,East Asian,no,yes,0.000163,0.951523,0.048314,0.951523,American
HGDP01233,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.002496,0.988999,0.008506,0.988999,American
HGDP01234,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.001203,0.972709,0.026088,0.972709,American
HGDP01236,Hezhen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.999973,1.7e-05,0.999973,American
HGDP01237,Hezhen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.982717,0.017273,0.982717,American
HGDP01238,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.000938,0.956726,0.042336,0.956726,American
HGDP01239,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.004743,0.97958,0.015677,0.97958,American
HGDP01240,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.000121,0.983432,0.016446,0.983432,American
HGDP01241,Hezhen,East Asian,hgdp,,East Asian,no,yes,0.001828,0.980157,0.018014,0.980157,American
HGDP01242,Hezhen,East Asian,hgdp,,East Asian,no,yes,1e-05,0.986168,0.013822,0.986168,American
HGDP01243,Xibo,East Asian,hgdp,,East Asian,no,yes,1e-05,0.784024,0.215966,0.784024,American
HGDP01244,Xibo,East Asian,hgdp,,East Asian,no,yes,1e-05,0.958391,0.041599,0.958391,American
HGDP01245,Xibo,East Asian,hgdp,,East Asian,no,yes,0.001701,0.963184,0.035115,0.963184,American
HGDP01246,Xibo,East Asian,hgdp,,East Asian,no,yes,1e-05,0.968591,0.031399,0.968591,American
HGDP01247,Xibo,East Asian,hgdp,,East Asian,no,yes,0.005556,0.883188,0.111256,0.883188,American
HGDP01248,Xibo,East Asian,hgdp,,East Asian,no,yes,0.003581,0.925885,0.070535,0.925885,American
HGDP01249,Xibo,East Asian,hgdp,,East Asian,no,yes,1e-05,0.969342,0.030648,0.969342,American
HGDP01250,Xibo,East Asian,hgdp,,East Asian,no,yes,0.001502,0.951655,0.046842,0.951655,American
HGDP01251,Xibo,East Asian,hgdp,,East Asian,no,yes,0.000209,0.969485,0.030307,0.969485,American
HGDP01253,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.263892,1e-05,0.736098,0.736098,European
HGDP01254,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.268508,1e-05,0.731482,0.731482,European
HGDP01255,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.22768,1e-05,0.77231,0.77231,European
HGDP01256,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.288528,1e-05,0.711462,0.711462,European
HGDP01257,Mozabite,Middle Eastern,hgdp,,African,no,yes,0.312781,1e-05,0.687209,0.687209,European
